host_is_superhost,host is superhost and cancellation policy,cancellation_policy,beach essentials vs family/kid friendly,first aid kit,host listings count vs cancellation policy,host_total_listings_count,host_listings_count,host listings count and pets allowed,pets allowed,pets allowed to host listings count,instant_bookable,beach essentials,property_type
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,1,1,20
0,0,1,-1,1,0.0,1.0,1.0,0.0,0,0.0,1,0,23
1,1,1,-1,0,2.0,3.0,3.0,0.0,0,0.0,1,0,1
0,0,1,0,1,18.0,19.0,19.0,19.0,1,0.05,1,0,1
0,0,3,0,0,9.0,12.0,12.0,0.0,0,0.0,1,0,1
0,0,3,1,0,284.0,287.0,287.0,0.0,0,0.0,1,1,15
0,0,3,0,0,4.0,7.0,7.0,7.0,1,0.125,0,0,25
0,0,3,1,0,185.0,188.0,188.0,188.0,1,0.005291005291005291,0,1,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,20
1,0,0,0,1,3.0,3.0,3.0,0.0,0,0.0,0,0,1
0,0,1,0,0,4.0,5.0,5.0,0.0,0,0.0,1,0,1
0,0,1,0,0,0.0,1.0,1.0,0.0,0,0.0,0,0,14
0,0,3,0,0,0.0,3.0,3.0,0.0,0,0.0,1,0,23
1,1,1,-1,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,1,0,0,4.0,5.0,5.0,0.0,0,0.0,1,0,23
0,0,1,1,1,0.0,1.0,1.0,0.0,0,0.0,1,1,23
1,5,5,-1,0,163.0,168.0,168.0,0.0,0,0.0,1,0,14
1,3,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,-1,1,9.0,12.0,12.0,12.0,1,0.07692307692307693,1,0,23
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,1
1,3,3,-1,1,2.0,5.0,5.0,0.0,0,0.0,1,0,23
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,1,32
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,1,19
0,0,1,0,0,6.0,7.0,7.0,7.0,1,0.125,1,0,1
1,3,3,0,0,1.0,4.0,4.0,0.0,0,0.0,1,0,23
0,0,1,0,1,0.0,1.0,1.0,1.0,1,0.5,0,0,23
1,3,3,0,0,3.0,6.0,6.0,0.0,0,0.0,0,1,5
1,3,3,-1,0,60.0,63.0,63.0,63.0,1,0.015625,1,0,14
0,0,3,0,1,14.0,17.0,17.0,17.0,1,0.05555555555555555,1,1,23
1,1,1,0,0,1.0,2.0,2.0,0.0,0,0.0,1,0,1
0,0,3,0,0,-1.0,2.0,2.0,2.0,1,0.3333333333333333,0,0,1
1,3,3,1,1,-1.0,2.0,2.0,0.0,0,0.0,1,1,20
0,0,0,-1,1,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,23
1,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,1,1,1,5.0,6.0,6.0,0.0,0,0.0,0,1,14
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,1
1,0,0,-1,0,1.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,3,0,1,-2.0,1.0,1.0,1.0,1,0.5,0,0,23
0,0,1,0,0,15.0,16.0,16.0,0.0,0,0.0,1,0,1
1,1,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,1,0,1
1,3,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,0,1,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,1,1
0,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,0,0,14
0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,1,0,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,23
1,3,3,0,1,2.0,5.0,5.0,0.0,0,0.0,0,0,1
1,1,1,0,1,6.0,7.0,7.0,0.0,0,0.0,1,0,5
1,0,0,0,0,7.0,7.0,7.0,7.0,1,0.125,1,0,4
1,3,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,1,1
0,0,1,0,0,-1.0,0.0,0.0,0.0,0,0.0,0,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,14
1,3,3,0,1,2.0,5.0,5.0,0.0,0,0.0,1,0,23
1,3,3,0,1,-1.0,2.0,2.0,0.0,0,0.0,0,1,1
0,0,0,-1,0,1.0,1.0,1.0,0.0,0,0.0,0,0,1
1,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,32
0,0,1,0,0,4.0,5.0,5.0,0.0,0,0.0,0,0,1
0,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,1,0,14
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,32
0,0,3,-1,0,13.0,16.0,16.0,0.0,0,0.0,1,0,14
0,0,3,-1,0,0.0,3.0,3.0,0.0,0,0.0,0,0,1
0,0,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,1,0,0,0.0,1.0,1.0,0.0,0,0.0,1,0,1
1,3,3,0,0,6.0,9.0,9.0,0.0,0,0.0,1,0,15
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,1,23
0,0,0,0,1,18.0,18.0,18.0,0.0,0,0.0,1,0,14
1,3,3,0,0,23.0,26.0,26.0,0.0,0,0.0,0,0,21
0,0,3,-1,1,70.0,73.0,73.0,0.0,0,0.0,1,0,1
0,0,3,0,1,520.0,523.0,523.0,0.0,0,0.0,0,0,29
0,0,5,-1,0,398.0,403.0,403.0,403.0,1,0.0024752475247524753,1,0,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,1,0,1,0.0,1.0,1.0,1.0,1,0.5,1,0,19
0,0,1,0,0,2.0,3.0,3.0,0.0,0,0.0,0,0,14
1,3,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,3,0,0,1133.0,1136.0,1136.0,0.0,0,0.0,1,0,1
0,0,3,-1,1,-1.0,2.0,2.0,0.0,0,0.0,1,0,1
0,0,3,-1,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,3,-1,1,-2.0,1.0,1.0,1.0,1,0.5,0,0,23
1,0,0,-1,1,12.0,12.0,12.0,0.0,0,0.0,1,0,5
0,0,0,0,1,1.0,1.0,1.0,1.0,1,0.5,1,0,23
1,5,5,-1,0,118.0,123.0,123.0,0.0,0,0.0,0,0,14
1,3,3,0,0,1.0,4.0,4.0,4.0,1,0.2,0,1,23
1,1,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,0,0,32
1,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,-1,0,50.0,53.0,53.0,53.0,1,0.018518518518518517,1,0,14
0,0,1,-1,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
1,5,5,-1,0,163.0,168.0,168.0,0.0,0,0.0,1,0,23
1,0,0,0,1,3.0,3.0,3.0,3.0,1,0.25,1,0,19
1,1,1,0,0,-1.0,0.0,0.0,0.0,0,0.0,0,0,23
0,0,0,0,1,1.0,1.0,1.0,1.0,1,0.5,0,0,23
0,0,0,0,1,1.0,1.0,1.0,1.0,1,0.5,0,0,14
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,19
0,0,3,0,1,733.0,736.0,736.0,0.0,0,0.0,1,0,1
0,0,3,0,0,256.0,259.0,259.0,0.0,0,0.0,1,0,1
1,1,1,-1,1,2.0,3.0,3.0,0.0,0,0.0,0,0,14
1,0,0,-1,1,1.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,3,0,1,-2.0,1.0,1.0,1.0,1,0.5,1,1,5
0,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,0,0,1
0,0,3,-1,1,-2.0,1.0,1.0,0.0,0,0.0,0,0,23
1,1,1,1,1,3.0,4.0,4.0,0.0,0,0.0,0,1,35
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,0,0,13.0,16.0,16.0,0.0,0,0.0,1,0,23
1,3,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,14
0,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,3,0,0,1133.0,1136.0,1136.0,0.0,0,0.0,1,0,1
0,0,3,-1,1,15.0,18.0,18.0,18.0,1,0.05263157894736842,1,0,1
0,0,3,-1,1,-2.0,1.0,1.0,1.0,1,0.5,0,0,1
0,0,3,0,0,256.0,259.0,259.0,259.0,1,0.0038461538461538464,1,0,23
0,0,0,0,0,3.0,3.0,3.0,0.0,0,0.0,1,0,23
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,-1,1,0.0,3.0,3.0,0.0,0,0.0,0,0,23
1,3,3,-1,1,0.0,3.0,3.0,0.0,0,0.0,1,0,5
1,3,3,0,1,9.0,12.0,12.0,0.0,0,0.0,0,1,14
1,3,3,0,0,2.0,5.0,5.0,0.0,0,0.0,1,0,23
0,0,3,-1,0,7.0,10.0,10.0,0.0,0,0.0,1,0,1
0,0,0,-1,0,4.0,4.0,4.0,0.0,0,0.0,1,0,1
0,0,0,0,1,30.0,30.0,30.0,0.0,0,0.0,0,0,21
0,0,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,1,0,14
0,0,3,0,0,0.0,3.0,3.0,0.0,0,0.0,1,0,1
0,0,0,0,0,3.0,3.0,3.0,0.0,0,0.0,0,0,1
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,0,0,12.0,15.0,15.0,15.0,1,0.0625,0,0,1
0,0,1,1,1,1.0,2.0,2.0,0.0,0,0.0,1,1,32
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,1
0,0,0,0,0,30.0,30.0,30.0,0.0,0,0.0,0,0,21
1,3,3,-1,1,-1.0,2.0,2.0,0.0,0,0.0,1,0,23
1,1,1,0,1,2.0,3.0,3.0,0.0,0,0.0,0,0,19
0,0,3,0,1,733.0,736.0,736.0,0.0,0,0.0,1,0,1
0,0,1,-1,0,17.0,18.0,18.0,0.0,0,0.0,1,0,14
0,0,1,0,0,3.0,4.0,4.0,0.0,0,0.0,0,0,23
1,1,1,-1,1,3.0,4.0,4.0,4.0,1,0.2,0,0,1
0,0,3,-1,0,11.0,14.0,14.0,14.0,1,0.06666666666666667,1,0,15
0,0,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,14
0,0,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,14
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,1,0,1,1.0,2.0,2.0,0.0,0,0.0,0,0,23
1,3,3,-1,0,3.0,6.0,6.0,0.0,0,0.0,0,0,1
0,0,3,-1,0,17.0,20.0,20.0,20.0,1,0.047619047619047616,0,0,1
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,0,0,23
1,3,3,0,1,-1.0,2.0,2.0,0.0,0,0.0,0,0,1
0,0,3,0,1,733.0,736.0,736.0,0.0,0,0.0,1,0,1
0,0,0,0,1,2.0,2.0,2.0,2.0,1,0.3333333333333333,1,0,14
1,3,3,-1,0,0.0,3.0,3.0,0.0,0,0.0,1,0,1
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
1,1,1,1,1,0.0,1.0,1.0,0.0,0,0.0,0,1,5
0,0,0,-1,0,2.0,2.0,2.0,0.0,0,0.0,0,0,14
0,0,3,-1,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,15
1,0,0,0,1,6.0,6.0,6.0,0.0,0,0.0,0,1,23
0,0,3,0,0,-2.0,1.0,1.0,1.0,1,0.5,1,0,14
0,0,1,0,1,1.0,2.0,2.0,0.0,0,0.0,1,1,14
0,0,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,-1,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,14
1,3,3,0,1,1.0,4.0,4.0,0.0,0,0.0,1,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,1,1
0,0,3,0,0,53.0,56.0,56.0,0.0,0,0.0,1,0,1
0,0,3,0,0,0.0,3.0,3.0,0.0,0,0.0,1,0,14
0,0,0,0,0,5.0,5.0,5.0,0.0,0,0.0,0,0,1
0,0,3,-1,1,0.0,3.0,3.0,0.0,0,0.0,0,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,-1,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,-1,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,0,0,0,3.0,3.0,3.0,0.0,0,0.0,0,0,23
0,0,0,0,0,2.0,2.0,2.0,2.0,1,0.3333333333333333,1,0,1
0,0,3,-1,1,-1.0,2.0,2.0,2.0,1,0.3333333333333333,1,0,23
0,0,3,0,0,1133.0,1136.0,1136.0,0.0,0,0.0,1,0,1
0,0,3,0,1,78.0,81.0,81.0,0.0,0,0.0,1,0,14
1,1,1,-1,1,3.0,4.0,4.0,0.0,0,0.0,0,0,23
1,1,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,-1,0,44.0,47.0,47.0,0.0,0,0.0,0,0,14
0,0,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,32
1,3,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,1
0,0,3,0,0,33.0,36.0,36.0,0.0,0,0.0,1,0,23
1,5,5,-1,1,81.0,86.0,86.0,86.0,1,0.011494252873563218,1,0,23
0,0,1,0,0,0.0,1.0,1.0,0.0,0,0.0,0,0,32
0,0,3,0,0,1.0,4.0,4.0,0.0,0,0.0,1,0,23
0,0,1,0,0,4.0,5.0,5.0,0.0,0,0.0,1,0,1
0,0,1,0,0,0.0,1.0,1.0,0.0,0,0.0,0,0,32
0,0,1,-1,0,2.0,3.0,3.0,3.0,1,0.25,1,0,23
0,0,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,0,0,0.0,3.0,3.0,0.0,0,0.0,0,0,1
1,1,1,1,1,2.0,3.0,3.0,0.0,0,0.0,1,1,1
0,0,3,0,1,1.0,4.0,4.0,4.0,1,0.2,0,0,23
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,0,1,-1.0,2.0,2.0,0.0,0,0.0,0,1,23
1,4,4,-1,1,10.0,14.0,14.0,0.0,0,0.0,0,0,23
0,0,0,-1,1,1.0,1.0,1.0,1.0,1,0.5,1,0,14
0,0,3,0,0,8.0,11.0,11.0,0.0,0,0.0,0,0,1
1,3,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,14
1,1,1,0,0,0.0,1.0,1.0,0.0,0,0.0,1,0,19
1,3,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,1
1,3,3,-1,0,1.0,4.0,4.0,4.0,1,0.2,1,0,15
0,0,1,0,1,2.0,3.0,3.0,0.0,0,0.0,0,0,14
0,0,3,0,1,-1.0,2.0,2.0,0.0,0,0.0,0,1,15
0,0,3,0,0,256.0,259.0,259.0,259.0,1,0.0038461538461538464,1,0,14
1,1,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,1,0,14
1,1,1,0,0,1.0,2.0,2.0,0.0,0,0.0,0,0,25
1,1,1,0,0,7.0,8.0,8.0,0.0,0,0.0,1,0,23
0,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,0,0,32
0,0,1,1,0,0.0,1.0,1.0,1.0,1,0.5,1,1,14
1,1,1,0,1,-1.0,0.0,0.0,0.0,1,1.0,0,1,20
1,3,3,0,1,11.0,14.0,14.0,0.0,0,0.0,1,0,1
1,0,0,-1,0,1.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,3,-1,0,1542.0,1545.0,1545.0,0.0,0,0.0,1,0,1
0,0,1,1,0,1.0,2.0,2.0,0.0,0,0.0,0,1,19
1,3,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,0,1,-2.0,1.0,1.0,1.0,1,0.5,0,0,1
1,3,3,-1,1,13.0,16.0,16.0,16.0,1,0.058823529411764705,1,0,23
1,3,3,1,1,-1.0,2.0,2.0,0.0,0,0.0,0,1,23
0,0,5,0,0,9.0,14.0,14.0,14.0,1,0.06666666666666667,1,0,23
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,19
0,0,3,0,1,7.0,10.0,10.0,10.0,1,0.09090909090909091,1,0,1
0,0,2,-1,1,936.0,938.0,938.0,0.0,0,0.0,1,0,1
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,3,0,1,8.0,11.0,11.0,0.0,0,0.0,0,0,23
1,0,0,0,1,2.0,2.0,2.0,0.0,0,0.0,1,0,20
0,0,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,0,0,3.0,6.0,6.0,0.0,0,0.0,1,0,14
1,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,14
1,1,1,0,0,1.0,2.0,2.0,0.0,0,0.0,1,1,14
1,1,1,0,0,1.0,2.0,2.0,0.0,0,0.0,0,0,19
0,0,0,-1,0,1.0,1.0,1.0,0.0,0,0.0,0,0,23
1,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,14
0,0,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,0,0,14
1,1,1,0,1,0.0,1.0,1.0,1.0,1,0.5,0,0,23
0,0,5,-1,0,10.0,15.0,15.0,15.0,1,0.0625,1,0,23
0,0,3,-1,0,13.0,16.0,16.0,0.0,0,0.0,1,0,14
1,3,3,0,0,3.0,6.0,6.0,0.0,0,0.0,0,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
1,3,3,-1,0,4.0,7.0,7.0,0.0,0,0.0,0,0,14
0,0,1,0,0,1.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,0,-1,0,3.0,3.0,3.0,3.0,1,0.25,0,0,23
0,0,3,-1,0,22.0,25.0,25.0,0.0,0,0.0,1,0,23
1,1,1,-1,1,-1.0,0.0,0.0,0.0,0,0.0,0,0,23
1,3,3,1,1,0.0,3.0,3.0,0.0,0,0.0,1,1,14
1,0,0,0,1,18.0,18.0,18.0,0.0,0,0.0,0,0,23
0,0,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,14
0,0,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,23
1,3,3,1,0,-2.0,1.0,1.0,0.0,0,0.0,0,1,23
0,0,3,-1,0,30.0,33.0,33.0,0.0,0,0.0,1,0,25
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,1,0,0,13.0,14.0,14.0,0.0,0,0.0,0,0,19
1,0,0,0,0,24.0,24.0,24.0,24.0,1,0.04,1,0,1
0,0,3,1,1,66.0,69.0,69.0,0.0,0,0.0,0,1,35
1,3,3,1,1,19.0,22.0,22.0,0.0,0,0.0,1,1,19
0,0,4,-1,0,1646.0,1650.0,1650.0,0.0,0,0.0,1,0,14
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,1,0,14
0,0,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,3,0,0,0.0,3.0,3.0,3.0,1,0.25,1,0,14
1,0,0,0,0,3.0,3.0,3.0,3.0,1,0.25,0,0,23
0,0,3,-1,0,44.0,47.0,47.0,0.0,0,0.0,1,0,23
1,1,1,-1,1,1.0,2.0,2.0,0.0,0,0.0,0,0,23
1,3,3,1,0,-1.0,2.0,2.0,2.0,1,0.3333333333333333,0,1,19
0,0,3,0,0,66.0,69.0,69.0,0.0,0,0.0,0,1,32
1,5,5,-1,0,118.0,123.0,123.0,0.0,0,0.0,0,0,14
1,1,1,-1,1,14.0,15.0,15.0,0.0,0,0.0,1,0,5
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,1,23
1,1,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,1,0,1
0,0,3,0,0,53.0,56.0,56.0,0.0,0,0.0,1,0,1
1,1,1,-1,0,0.0,1.0,1.0,1.0,1,0.5,0,0,19
1,0,0,0,1,7.0,7.0,7.0,0.0,0,0.0,1,1,15
0,0,1,-1,0,1.0,2.0,2.0,0.0,0,0.0,1,0,19
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,32
0,0,1,1,1,15.0,16.0,16.0,0.0,0,0.0,1,1,1
0,0,3,-1,0,4.0,7.0,7.0,0.0,0,0.0,1,0,14
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,1,14
0,0,3,1,1,3.0,6.0,6.0,6.0,1,0.14285714285714285,0,1,1
0,0,3,0,0,53.0,56.0,56.0,0.0,0,0.0,1,0,1
0,0,3,0,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,1,1,1,1.0,2.0,2.0,0.0,0,0.0,0,1,32
0,0,1,-1,1,0.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,0,0,1,1.0,1.0,1.0,1.0,1,0.5,1,0,8
0,0,3,-1,1,-2.0,1.0,1.0,0.0,0,0.0,0,0,14
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,1
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,0,0,1
1,3,3,0,0,23.0,26.0,26.0,0.0,0,0.0,1,0,14
1,3,3,-1,0,-2.0,1.0,1.0,1.0,1,0.5,1,0,1
1,3,3,-1,0,1.0,4.0,4.0,4.0,1,0.2,0,0,23
0,0,0,0,1,2.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,0,0,0.0,3.0,3.0,0.0,0,0.0,1,0,20
1,3,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,1,1,32
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,0,1,23
1,0,0,0,1,3.0,3.0,3.0,0.0,0,0.0,0,0,32
0,0,5,-1,0,398.0,403.0,403.0,0.0,0,0.0,1,0,23
1,3,3,-1,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,1
1,3,3,-1,1,17.0,20.0,20.0,0.0,0,0.0,0,0,5
0,0,3,0,0,13.0,16.0,16.0,0.0,0,0.0,1,0,1
0,0,0,-1,0,1.0,1.0,1.0,0.0,0,0.0,0,0,14
0,0,3,-1,0,8.0,11.0,11.0,11.0,1,0.08333333333333333,0,0,14
0,0,0,0,1,9.0,9.0,9.0,0.0,0,0.0,1,0,1
0,0,0,1,1,1.0,1.0,1.0,0.0,0,0.0,0,1,15
1,3,3,0,1,0.0,3.0,3.0,3.0,1,0.25,0,0,1
1,3,3,0,0,23.0,26.0,26.0,0.0,0,0.0,1,0,0
0,0,3,0,0,7.0,10.0,10.0,0.0,0,0.0,1,0,23
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,-1,0,-1.0,2.0,2.0,2.0,1,0.3333333333333333,1,0,32
1,3,3,0,1,1.0,4.0,4.0,0.0,0,0.0,1,1,1
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,1,0,23
1,3,3,-1,1,6.0,9.0,9.0,9.0,1,0.1,0,0,3
1,3,3,0,0,60.0,63.0,63.0,0.0,0,0.0,1,0,14
0,0,3,-1,0,-2.0,1.0,1.0,1.0,1,0.5,1,0,23
0,0,5,-1,0,398.0,403.0,403.0,403.0,1,0.0024752475247524753,1,0,14
0,0,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,0,0,14
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,1,0,1
1,3,3,0,1,12.0,15.0,15.0,0.0,0,0.0,0,0,1
1,5,5,-1,0,163.0,168.0,168.0,0.0,0,0.0,1,0,25
1,3,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,19
0,0,1,-1,0,5.0,6.0,6.0,0.0,0,0.0,1,0,1
0,0,2,-1,0,936.0,938.0,938.0,0.0,0,0.0,1,0,1
0,0,3,-1,0,-2.0,1.0,1.0,1.0,1,0.5,0,0,5
1,3,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,14
1,1,1,0,1,1.0,2.0,2.0,0.0,0,0.0,1,0,19
1,3,3,0,1,-2.0,1.0,1.0,0.0,0,0.0,1,0,23
1,0,0,0,0,2.0,2.0,2.0,0.0,0,0.0,1,0,14
0,0,1,-1,0,0.0,1.0,1.0,0.0,0,0.0,0,0,20
1,1,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
1,0,0,0,1,5.0,5.0,5.0,0.0,0,0.0,0,0,23
0,0,0,-1,0,2.0,2.0,2.0,0.0,0,0.0,0,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,1
0,0,0,-1,1,5.0,5.0,5.0,0.0,0,0.0,1,0,23
1,3,3,-1,1,9.0,12.0,12.0,0.0,0,0.0,0,0,3
0,0,0,0,1,1.0,1.0,1.0,0.0,0,0.0,0,0,35
0,0,3,0,1,2.0,5.0,5.0,5.0,1,0.16666666666666666,1,1,1
1,1,1,0,1,6.0,7.0,7.0,0.0,0,0.0,1,0,23
1,1,1,1,1,1.0,2.0,2.0,0.0,0,0.0,0,1,19
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,1,0,1
1,3,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,20
1,3,3,-1,0,2.0,5.0,5.0,0.0,0,0.0,1,0,20
1,3,3,1,0,-1.0,2.0,2.0,0.0,0,0.0,0,1,23
1,0,0,0,1,7.0,7.0,7.0,7.0,1,0.125,1,0,23
1,3,3,-1,1,-2.0,1.0,1.0,1.0,1,0.5,0,0,5
0,0,3,0,0,0.0,3.0,3.0,3.0,1,0.25,1,1,1
1,1,1,-1,1,3.0,4.0,4.0,0.0,0,0.0,1,0,23
0,0,0,-1,0,2.0,2.0,2.0,0.0,0,0.0,0,0,14
1,3,3,-1,0,-1.0,2.0,2.0,0.0,0,0.0,1,0,23
0,0,3,-1,0,9.0,12.0,12.0,12.0,1,0.07692307692307693,0,0,1
0,0,1,0,0,1.0,2.0,2.0,0.0,0,0.0,0,0,14
1,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,0,0,14
0,0,0,-1,1,1.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,1,0,0,2.0,3.0,3.0,0.0,0,0.0,0,0,15
1,3,3,1,1,-1.0,2.0,2.0,0.0,0,0.0,1,1,19
0,0,1,0,1,0.0,1.0,1.0,0.0,0,0.0,0,0,23
0,0,3,-1,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,23
1,1,1,1,1,2.0,3.0,3.0,0.0,0,0.0,0,1,1
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,-1,1,-2.0,1.0,1.0,1.0,1,0.5,1,0,23
1,3,3,0,1,11.0,14.0,14.0,0.0,0,0.0,1,0,1
0,0,0,0,0,1.0,1.0,1.0,0.0,0,0.0,1,0,23
0,0,3,0,0,-2.0,1.0,1.0,0.0,0,0.0,0,0,1
0,0,3,-1,0,0.0,3.0,3.0,3.0,1,0.25,0,0,1
